id,subject,term,reference_gloss,hypothesis_gloss,similarity,glossed,correct
engpidginedu-08742,Business study,domain,area / website address,area / website address,100.0,True,True
engpidginedu-08131,Business study,favor,to help person / partial follow-up,,0.0,False,False
engpidginedu-13491,History,texts,written words / messages,written words / messages,100.0,True,True
engpidginedu-24135,Computer science,relative,connection / family person,,0.0,False,False
engpidginedu-05877,Business study,requires,E gats happen / e need am,,0.0,False,False
engpidginedu-05877,Business study,ever,anytime / since world start,anytime / since world start,100.0,True,True
engpidginedu-05877,Business study,declare,to talk am out / announce,to talk am out / announce,100.0,True,True
engpidginedu-07757,Business study,strict,no-nonsense / follow de rule exactly,no-nonsense / follow de rule exactly,100.0,True,True
engpidginedu-07757,Business study,applies,dey work,dey work,100.0,True,True
engpidginedu-05064,Business study,decisions,final conclusions / choices,,0.0,False,False
engpidginedu-05064,Business study,leading,de oga for de group / showing road,de oga for de group / showing road,100.0,True,True
engpidginedu-05064,Business study,ever,anytime / since world start,anytime / since world start,100.0,True,True
engpidginedu-24558,Computer science,contexts,how de levels be / situation,how de levels be / situation,100.0,True,True
engpidginedu-24558,Computer science,purposes,reasons why things dey happen,reasons why things dey happen,100.0,True,True
engpidginedu-20337,Computer science,thinking,to reason / deep thought,to reason / deep thought,100.0,True,True
engpidginedu-13316,Social studies,shared,dem share am / common,,0.0,False,False
engpidginedu-13316,Social studies,permission,di approval to do something,,0.0,False,False
engpidginedu-25562,Biology,achieve,to make am / reach target / blow,to make am / reach target / blow,100.0,True,True
engpidginedu-11589,Social studies,uscis,di US government office wey handle all immigration applications and papers,,0.0,False,False
engpidginedu-11589,Social studies,minors,small children / under-age,,0.0,False,False
engpidginedu-11589,Social studies,documents,files / papers wey get important info,files / papers wey get important info,100.0,True,True
engpidginedu-03368,Government,arrangements,plans / settings,di act of offering improvement to replace mistake,15.73,True,False
engpidginedu-08176,Business study,owners,people wey get de property / landlords,people wey get de property / landlords,100.0,True,True
engpidginedu-06883,Business study,opportunity,chance / open door,chance / open door,100.0,True,True
engpidginedu-06883,Business study,promote,to push something go front / ginger,,0.0,False,False
engpidginedu-11724,Social studies,fundamentally,di main thing be say,,0.0,False,False
engpidginedu-01307,Government,ends,where e finish / targets,where e finish / targets,100.0,True,True
engpidginedu-01370,Government,congressional,concern de law-makers / National Assembly mata,for now / as we dey so,7.62,True,False
engpidginedu-04176,Government,pronounced,"E dey speak, pronounce, or utter for certain way",,0.0,False,False
engpidginedu-04176,Government,discrete,wey dey separate,to make something / new work,8.44,True,False
engpidginedu-04852,Business study,ever,anytime / since world start,,0.0,False,False
engpidginedu-04852,Business study,speak,to yan / talk / express mind,to yan / talk / express mind,100.0,True,True
engpidginedu-19087,Computer science,taking,to carry / to collect,,0.0,False,False
engpidginedu-19087,Computer science,teach,to show person de way / lecture,to show person de way / lecture,100.0,True,True
engpidginedu-17877,Computer science,already,E don happen / since / before-before,don happen / since / before-before,97.06,True,True
engpidginedu-17877,Computer science,statisticians,pipo wey sabi statistics,,0.0,False,False
engpidginedu-04884,Business study,management,di act of managing something,,0.0,False,False
engpidginedu-02465,Government,legally,inside law / wetin law gree make person do,inside law / wetin law gree make person do,100.0,True,True
engpidginedu-02465,Government,invasion,force entry / enter person space,,0.0,False,False
engpidginedu-26023,Biology,dependent,wetin dey depend,,0.0,False,False
engpidginedu-26023,Biology,solely,him alone / only dat one,,0.0,False,False
engpidginedu-00316,Government,scholars,deep students / book people,deep students / book people,100.0,True,True
engpidginedu-14014,Computer science,speak,to yan / talk / express mind,,0.0,False,False
engpidginedu-05294,Business study,errors,mistakes / faults,mistakes / faults,100.0,True,True
engpidginedu-25268,Biology,heart,di tin wey de make blood move for bodi,,0.0,False,False
engpidginedu-00116,Government,render,to give / provide / perform service,,0.0,False,False
engpidginedu-00116,Government,legislatures,law-makers house / people wey dey make rule,bad deeds / things wey break law,12.9,True,False
engpidginedu-00116,Government,incompetent,dem no competent to take effective action,,0.0,False,False
engpidginedu-01444,Government,debate,fomal talk where two pipu dey talk against each oda,fomal talk where two pipu dey talk against each oda,100.0,True,True
engpidginedu-01444,Government,vote,to choose leader / drop thumbprint,to choose leader / drop thumbprint,100.0,True,True
engpidginedu-25940,Biology,easily,soft work / e no hard at all,soft work / e no hard at all,100.0,True,True
engpidginedu-20784,Computer science,bayesian,one kind of statistical method,one kind of statistical method,100.0,True,True
engpidginedu-20784,Computer science,frequentist,one wey like frequency way,one wey like frequency way,100.0,True,True
engpidginedu-20784,Computer science,distinction,di difference,di difference,100.0,True,True
engpidginedu-03024,Government,requests,ask-for / demand / beg-for-something,to ask for help or info / application,14.43,True,False
engpidginedu-03024,Government,comment,remark / talk,remark / talk,100.0,True,True
engpidginedu-08228,Business study,wants,wetin person heart dey find / desires,,0.0,False,False
engpidginedu-16008,Computer science,teach,to show person de way / lecture,to show person de way / lecture,100.0,True,True
engpidginedu-16008,Computer science,stats,statistics,,0.0,False,False
engpidginedu-16561,Computer science,possibility,something wey fit happen / chance dey,something wey fit happen / chance dey,100.0,True,True
engpidginedu-08650,Business study,consumer,person wey buy and use market,,0.0,False,False
engpidginedu-08650,Business study,origin,where e start from / source,where e start from / source,100.0,True,True
engpidginedu-20782,Computer science,applications,different programs,different programs,100.0,True,True
engpidginedu-06671,Business study,progress,movement / improvement,movement / improvement,100.0,True,True
engpidginedu-06671,Business study,arise,to show face / start to happen,to show face / start to happen,100.0,True,True
engpidginedu-06671,Business study,interference,na wrongful disruption or obstruction of anoda persin legal right or business,,0.0,False,False
engpidginedu-23514,Computer science,strongly,with pawa / well-well,,0.0,False,False
engpidginedu-06901,Business study,reliance,to put mind for person hand / depend on something,how reliable something be,22.64,True,False
engpidginedu-06901,Business study,stability,how well a system fit maintain balance,how numbers dey different,10.65,True,False
engpidginedu-06901,Business study,regardless,di usually follow by `of',di usually follow by `of',100.0,True,True
engpidginedu-09232,Business study,capacity,di highest wey somtin fit contain or do,di highest wey somtin fit contain or do,100.0,True,True
engpidginedu-09232,Business study,bribe,money or gift to make person no do di correct tin,,0.0,False,False
engpidginedu-08924,Business study,trust,to believe person / keep secret or money with person,to believe person / keep secret or money with person,100.0,True,True
engpidginedu-05093,Business study,judiciary,di part of government wey de interpret and use law,di part of government wey de interpret and use law,100.0,True,True
engpidginedu-26067,Biology,storage,na keeping of goods or documents for safekeeping or later use,na urgent or serious situation wey court suppose act fast on am,16.04,True,False
engpidginedu-03507,Government,disclosure,to open de secret / tell de whole truth,to put for order,9.22,True,False
engpidginedu-03507,Government,attend,to go meeting / follow join,to go meeting / follow join,100.0,True,True
engpidginedu-03507,Government,operation,one calculation,one calculation,100.0,True,True
engpidginedu-03782,Government,paragraph,section of writing,,0.0,False,False
engpidginedu-03782,Government,describing,di description wey dey give a description wey dey give,,0.0,False,False
engpidginedu-03782,Government,alleged,wetin dem talk say happen but never get proof,wetin dem talk say happen but never get proof,100.0,True,True
engpidginedu-08666,Business study,trademarks,company brand marks / signs,company brand marks / signs,100.0,True,True
engpidginedu-08666,Business study,equally,same-same / level ground,same-same / level ground,100.0,True,True
engpidginedu-08666,Business study,collective,di cooperative enterprise wey dey cooperative enterprise,,0.0,False,False
engpidginedu-03394,Government,merits,wetin make am good,,0.0,False,False
engpidginedu-03394,Government,favorable,beta / good side,,0.0,False,False
engpidginedu-09810,Business study,restaurant,di building wey dem go eat pipo go eat,di building wey pipu de live for,45.46,True,False
engpidginedu-09810,Business study,hiring,giving work / rent,to borrow person pawa for work / employment,21.22,True,False
engpidginedu-00256,Government,abusive,to de use bad word or do somtin bad to person,,0.0,False,False
engpidginedu-00256,Government,directed,something wey dem guide or control / aimed at,,0.0,False,False
engpidginedu-00256,Government,agencies,offices wey dey run business for people,,0.0,False,False
engpidginedu-17332,Computer science,loaded,wey don start,wey don start,100.0,True,True
engpidginedu-20043,Computer science,comment,remark / talk,remark / talk,100.0,True,True
engpidginedu-20043,Computer science,thoroughly,di exhaustive manner wey dey exhaustive manner for di exhaustive manner,,0.0,False,False
engpidginedu-20043,Computer science,achieve,to make am / reach target / blow,to make am / reach target / blow,100.0,True,True
engpidginedu-09912,English Language,opportunities,di possibility due to a favorable combination of circumstances,di possibility due to a favorable combination of circumstances,100.0,True,True
engpidginedu-05169,Business study,justices,big-big judges for higher court,,0.0,False,False
engpidginedu-09338,Business study,comfort,make person no get wetin de pain am,,0.0,False,False
engpidginedu-12108,Social studies,religious,matter of church or mosque / person wey follow God,groups of things,7.06,True,False
engpidginedu-12108,Social studies,impose,to force law or fine for person head,to force law or fine for person head,100.0,True,True
engpidginedu-12108,Social studies,regulations,rules of de land,rules of de land,100.0,True,True
engpidginedu-02254,Government,definition,di meaning,di meaning,100.0,True,True
engpidginedu-02254,Government,construction,di act of construct something,,0.0,False,False
engpidginedu-11436,Social studies,ease,somtin wey no hard,,0.0,False,False
engpidginedu-11436,Social studies,positive,good / sure / something wey dey certain,,0.0,False,False
engpidginedu-11436,Social studies,exposure,showing body / making known,,0.0,False,False
engpidginedu-04340,Government,associate,link / padi,link / padi,100.0,True,True
engpidginedu-04340,Government,absolute,"everitin de complete, no comma","everitin de complete, no comma",100.0,True,True
engpidginedu-25893,Biology,dire,na urgent or serious situation wey court suppose act fast on am,,0.0,False,False
engpidginedu-06984,Business study,additionally,join am follow / plus,,0.0,False,False
engpidginedu-17617,Computer science,mathematicians,pipo wey sabi math,,0.0,False,False
engpidginedu-02400,Government,final,de very last / conclusion,de very last / conclusion,100.0,True,True
engpidginedu-00305,Government,accepted,bin gree collect / welcome idea,,0.0,False,False
engpidginedu-00305,Government,ground,di top of earth,di top of earth,100.0,True,True
engpidginedu-00305,Government,ultimate,last-last / final,,0.0,False,False
engpidginedu-24637,Computer science,tells,E dey yarn / inform,,0.0,False,False
engpidginedu-10360,English Language,rhetorical,talk for talk sake / grammar,talk for talk sake / grammar,100.0,True,True
engpidginedu-14982,Computer science,already,E don happen / since / before-before,don happen / since / before-before,97.06,True,True
engpidginedu-09830,Business study,wait,to stay / hold on / delay,to stay / hold on / delay,100.0,True,True
engpidginedu-09830,Business study,dismiss,to sack / throwey case / tell person make e go,to sack / throwey case / tell person make e go,100.0,True,True
engpidginedu-25989,Biology,excess,extra / surplus,extra / surplus,100.0,True,True
engpidginedu-04288,Government,defamation,na false statement wey dey harm persin reputation or character,na false statement wey dey harm persin reputation or character,100.0,True,True
engpidginedu-12969,Social studies,describing,di description wey dey give a description wey dey give,,0.0,False,False
engpidginedu-08703,Business study,consumers,people wey buy and use market,,0.0,False,False
engpidginedu-07821,Business study,consumer,person wey buy and use market,person wey buy and use market,100.0,True,True
engpidginedu-07821,Business study,manufacturer,na persin or company wey dey make goods for sell,na persin or company wey dey make goods for sell,100.0,True,True
engpidginedu-07821,Business study,strict,no-nonsense / follow de rule exactly,,0.0,False,False
engpidginedu-10295,English Language,prepared,something wey don ready / well-arranged,,0.0,False,False
engpidginedu-10295,English Language,profession,di bodi of pipo wey dey learned occupation,,0.0,False,False
engpidginedu-21945,Computer science,illustrate,to show how e be,to show how e be,100.0,True,True
engpidginedu-06693,Business study,campaign,to find support / struggle for votes,to find support / struggle for votes,100.0,True,True
engpidginedu-06693,Business study,schools,places where dem dey learn book,places where dem dey learn book,100.0,True,True
engpidginedu-06693,Business study,intelligent,di capacity for thought and reason especially to high degree,,0.0,False,False
engpidginedu-08544,Business study,prohibited,law say make person no do am,law say make person no do am,100.0,True,True
engpidginedu-08544,Business study,making,to dey build or produce something,,0.0,False,False
engpidginedu-08544,Business study,selling,to trade market / business,,0.0,False,False
engpidginedu-10366,English Language,dynamic,"something wey fit change, e no just stay one place",,0.0,False,False
engpidginedu-10366,English Language,implications,wetin something fit cause or mean,wetin something fit cause or mean,100.0,True,True
engpidginedu-10366,English Language,speakers,talkers / sound boxes,,0.0,False,False
engpidginedu-18521,Computer science,provided,as far as / if to say / supply,as far as / if to say / supply,100.0,True,True
engpidginedu-13737,History,supports,e get,,0.0,False,False
engpidginedu-13737,History,rectangular,di right angles dey having four right angles,,0.0,False,False
engpidginedu-02686,Government,member,one person inside join-body,,0.0,False,False
engpidginedu-20295,Computer science,entirely,kpatakpata / everything complete,kpatakpata / everything complete,100.0,True,True
engpidginedu-19481,Computer science,secondly,second,,0.0,False,False
engpidginedu-19481,Computer science,fast,fast-fast / sharp-sharp,,0.0,False,False
engpidginedu-19481,Computer science,decisions,final conclusions / choices,final conclusions / choices,100.0,True,True
engpidginedu-08067,Business study,wages,salary / pay for work done,,0.0,False,False
engpidginedu-08067,Business study,salary,pay / monthly money,,0.0,False,False
engpidginedu-08067,Business study,payment,na wen persin transfer money fulfill obligation or settle debt,,0.0,False,False
engpidginedu-18667,Computer science,previous,something wey dey before now,,0.0,False,False
engpidginedu-13230,Social studies,daily,make somtin de sup every day,make somtin de sup every day,100.0,True,True
engpidginedu-07707,Business study,statutes,laws wey dem write put for book,laws wey dem write put for book,100.0,True,True
engpidginedu-07707,Business study,designed,bin arrange / build follow plan,bin arrange / build follow plan,100.0,True,True
engpidginedu-07707,Business study,accident,somtin wey person no plan wey cause gbege,somtin wey person no plan wey cause gbege,100.0,True,True
engpidginedu-02245,Government,instance,one example of somtin,,0.0,False,False
engpidginedu-02245,Government,reference,citation / to point to where info dey,citation / to point to where info dey,100.0,True,True
engpidginedu-06089,Business study,mediation,follow-dem-talk-make-dem-settle,follow-dem-talk-make-dem-settle,100.0,True,True
engpidginedu-02625,Government,intended,wetin person get for mind to do,wetin person get for mind to do,100.0,True,True
engpidginedu-02625,Government,secure,to make sure e safe / tie down,,0.0,False,False
engpidginedu-02625,Government,considerations,factors to reason / payment for contract,,0.0,False,False
engpidginedu-16640,Computer science,coat,jacket / covering,,0.0,False,False
engpidginedu-05158,Business study,modern,new school / latest style,new school / latest style,100.0,True,True
engpidginedu-05158,Business study,politicians,di leader wey dey engage for civil administration,people wey join body do business / paddy,11.28,True,False
engpidginedu-16477,Computer science,introduced,di cause to kom know personally,,0.0,False,False
engpidginedu-01643,Government,distinction,di difference,,0.0,False,False
engpidginedu-01643,Government,expressive,di expression wey dey characterized by expression,di expression wey dey characterized by expression,100.0,True,True
engpidginedu-01873,Government,expressive,di expression wey dey characterized by expression,di expression wey dey characterized by expression,100.0,True,True
engpidginedu-24509,Computer science,alone,only one / by imself,only one / by imself,100.0,True,True
engpidginedu-01997,Government,unconstitutionally,against de law of de land,"for no time intervening, without delay or hesitation",17.96,True,False
engpidginedu-01997,Government,consequence,as e turn out,,0.0,False,False
engpidginedu-17766,Computer science,generic,somtin wey fit be anytin,,0.0,False,False
engpidginedu-24108,Computer science,attend,to go meeting / follow join,to go meeting / follow join,100.0,True,True
engpidginedu-01916,Government,regulations,rules of de land,rules of de land,100.0,True,True
engpidginedu-01916,Government,invalid,something wey no get pawa / e no legal,,0.0,False,False
engpidginedu-01916,Government,unlike,no be like,,0.0,False,False
engpidginedu-07133,Business study,accordance,di concurrence of opinion of opinion,di person or thing or thing or thing or thing,13.66,True,False
engpidginedu-07133,Business study,orders,commands / how gofment or oga say make e be,,0.0,False,False
engpidginedu-09722,Business study,leading,de oga for de group / showing road,de oga for de group / showing road,100.0,True,True
engpidginedu-09722,Business study,prosperity,di economic state of growth wit rising profits and full employment,,0.0,False,False
engpidginedu-06222,Business study,video,film / record wey person fit see,,0.0,False,False
engpidginedu-05072,Business study,division,divide,divide,100.0,True,True
engpidginedu-05072,Business study,attend,to go meeting / follow join,to go meeting / follow join,100.0,True,True
engpidginedu-23540,Computer science,wait,to stay / hold on / delay,to stay / hold on / delay,100.0,True,True
engpidginedu-18211,Computer science,knowing,with full sabi / person wey get info,,0.0,False,False
engpidginedu-25669,Biology,respiratory,di respiration wey dey pertaining to respiration,,0.0,False,False
engpidginedu-25669,Biology,contribution,di part played by a person for bring about a result,di worthy of or requiring responsibility or trust,18.01,True,False
engpidginedu-25669,Biology,discussed,bin talk about de mata / deliberation,,0.0,False,False
engpidginedu-25692,Biology,filtration,di process wey fluid pass through filter or filtering medium,,0.0,False,False
engpidginedu-08690,Business study,occurs,E dey happen / e dey show face,,0.0,False,False
engpidginedu-08690,Business study,uses,ways wey dem dey take use tin,,0.0,False,False
engpidginedu-08690,Business study,permission,di approval to do something,di approval to do something,100.0,True,True
engpidginedu-12793,Social studies,predictor,di thing wey dey predict,di thing wey dey predict,100.0,True,True
engpidginedu-12793,Social studies,exposure,showing body / making known,,0.0,False,False
engpidginedu-00070,Government,includes,E carry am follow / join body,,0.0,False,False
engpidginedu-00070,Government,manifest,show clear / list of load,,0.0,False,False
engpidginedu-00070,Government,worship,to serve God / praise,,0.0,False,False
engpidginedu-12418,Social studies,manifest,show clear / list of load,,0.0,False,False
engpidginedu-12418,Social studies,anxiety,worry,,0.0,False,False
engpidginedu-05394,Business study,ever,anytime / since world start,anytime / since world start,100.0,True,True
engpidginedu-05394,Business study,meeting,gathering / discussion group,gathering / discussion group,100.0,True,True
engpidginedu-01921,Government,considerations,factors to reason / payment for contract,,0.0,False,False
engpidginedu-01921,Government,ordinance,local government law / official order,local government law / official order,100.0,True,True
engpidginedu-01921,Government,unconstitutional,E against de grand-papa law of de land,against de grand-papa law of de land,97.16,True,True
engpidginedu-13141,Social studies,incentives,di positive motivational influence influence a positive motivational influence influence,different-different types / varieties,7.64,True,False
engpidginedu-13141,Social studies,pose,show / bring problem,,0.0,False,False
engpidginedu-13141,Social studies,burdens,heavy loads / serious responsibilities,,0.0,False,False
engpidginedu-15913,Computer science,perfect,E set / e correct well-well,set / e correct well-well,95.82,True,True
engpidginedu-05449,Business study,ground,di top of earth,di top of earth,100.0,True,True
engpidginedu-07745,Business study,excuse,to give reason for mistake / pardon,,0.0,False,False
engpidginedu-07745,Business study,strict,no-nonsense / follow de rule exactly,no-nonsense / follow de rule exactly,100.0,True,True
engpidginedu-24692,Computer science,attempts,to try / struggle to do something,,0.0,False,False
engpidginedu-24692,Computer science,somewhat,small / somehow,small / somehow,100.0,True,True
engpidginedu-03056,Government,deluge,very big or overwhelming amount of something,,0.0,False,False
engpidginedu-21369,Computer science,designed,bin arrange / build follow plan,bin arrange / build follow plan,100.0,True,True
engpidginedu-21369,Computer science,innocent,person wey hand clean / no be im do am,person wey get house or land and e use am rent,34.65,True,False
engpidginedu-01657,Government,encourage,to ginger / support,,0.0,False,False
engpidginedu-03208,Government,distort,to change or twist something comot from its true form,,0.0,False,False
engpidginedu-03208,Government,instructions,directions / orders from oga,directions / orders from oga,100.0,True,True
engpidginedu-03208,Government,render,to give / provide / perform service,to change de judgment / turn am back,7.51,True,False
engpidginedu-18033,Computer science,absolute,"everitin de complete, no comma","everitin de complete, no comma",100.0,True,True
engpidginedu-13824,Computer science,fast,fast-fast / sharp-sharp,fast-fast / sharp-sharp,100.0,True,True
engpidginedu-14700,Computer science,none,nothing / nobody / zero,,0.0,False,False
engpidginedu-14700,Computer science,operation,one calculation,one calculation,100.0,True,True
engpidginedu-06232,Business study,broad,E wide well-well / e cover many things,wide well-well / e cover many things,97.16,True,True
engpidginedu-06232,Business study,clauses,sections inside law or agreement,sections inside law or agreement,100.0,True,True
engpidginedu-06232,Business study,upheld,dem support de first decision / law stand,dem support de first decision / law stand,100.0,True,True
engpidginedu-06278,Business study,formal,official way / follow-follow rule,official way / follow-follow rule,100.0,True,True
engpidginedu-06278,Business study,mediation,follow-dem-talk-make-dem-settle,,0.0,False,False
engpidginedu-08147,Business study,married,don marry,,0.0,False,False
engpidginedu-08147,Business study,adverse,bad / against progress,bad / against progress,100.0,True,True
engpidginedu-08147,Business study,brought,bin carry come / fetch,,0.0,False,False
engpidginedu-03580,Government,seriously,no be play-play / with full seriousness,,0.0,False,False
engpidginedu-01986,Government,ordinance,local government law / official order,local government law / official order,100.0,True,True
engpidginedu-01986,Government,offensive,something wey dey disrespect or abuse person,,0.0,False,False
engpidginedu-03224,Government,relative,connection / family person,,0.0,False,False
engpidginedu-03224,Government,amendments,adjustments to change law or agreement,,0.0,False,False
engpidginedu-21412,Computer science,tool,tinwey or ogbe wey dem dey use do sometin or wok,tinwey or ogbe wey dem dey use do sometin or wok,100.0,True,True
engpidginedu-21412,Computer science,closely,near-near / check am well-well,near-near / check am well-well,100.0,True,True
engpidginedu-01775,Government,narrow,small space / not wide,,0.0,False,False
engpidginedu-01775,Government,exceptions,di deliberate act of omission wey dey deliberate act of omission,,0.0,False,False
engpidginedu-01775,Government,obscenity,dirty behavior or talk wey go against morals,,0.0,False,False
engpidginedu-15303,Computer science,dictionary,book or app wey dey explain word meanings,book or app wey dey explain word meanings,100.0,True,True
engpidginedu-13470,History,various,many different-different types,,0.0,False,False
engpidginedu-13879,Computer science,fire,di tin wey de show when somtin de burn,di tin wey de show when somtin de burn,100.0,True,True
engpidginedu-03176,Government,petitioners,people wey start case or request for court,people wey start case or request for court,100.0,True,True
engpidginedu-03176,Government,declare,to talk am out / announce,to talk am out / announce,100.0,True,True
engpidginedu-03176,Government,accused,person wey dem talk say e do bad,person wey get right for de land / indigene,32.37,True,False
engpidginedu-03090,Government,items,different things / materials,different things / materials,100.0,True,True
engpidginedu-03090,Government,failure,when tin no work out / disappointment,when tin no work out / disappointment,100.0,True,True
engpidginedu-06239,Business study,extreme,too much / over,too much / over,100.0,True,True
engpidginedu-06239,Business study,disadvantage,di quality of having inferior or less favorable position,upper hand / better chance,7.03,True,False
engpidginedu-25710,Biology,steps,actions / how to waka reach target,,0.0,False,False
engpidginedu-25710,Biology,mechanism,system wey dey produce one particular result,,0.0,False,False
engpidginedu-07962,Business study,extra,jara / more,,0.0,False,False
engpidginedu-18881,Computer science,vertically,for a vertical direction direction,,0.0,False,False
engpidginedu-18711,Computer science,horizontal,di something wey dey oriented horizontally,,0.0,False,False
engpidginedu-18711,Computer science,axes,di lines for side,,0.0,False,False
engpidginedu-18711,Computer science,suppress,press am down / hide,,0.0,False,False
engpidginedu-04335,Government,jobs,work / hustle / different employments,,0.0,False,False
engpidginedu-04335,Government,merely,just / only dat one,just / only dat one,100.0,True,True
engpidginedu-04335,Government,coerce,to change by force,,0.0,False,False
engpidginedu-09125,Business study,retribution,di justly deserved penalty a justly deserved penalty,,0.0,False,False
engpidginedu-09125,Business study,rehabilitation,di restoration of someone to useful place for society,,0.0,False,False
engpidginedu-09125,Business study,acts,deeds / many laws wey don pass,deeds / many laws wey don pass,100.0,True,True
engpidginedu-07798,Business study,foreseeable,something wey person fit sabi say e go happen,,0.0,False,False
engpidginedu-16847,Computer science,operation,one calculation,one calculation,100.0,True,True
engpidginedu-02321,Government,compelling,something wey strong well-well / e force you to pay attention,something wey strong well-well / e force you to pay attention,100.0,True,True
engpidginedu-02321,Government,seeks,person wey dey find / look for,person wey dey find / look for,100.0,True,True
engpidginedu-10827,English Language,difficulties,"di effort wey dey inconvenient, na effort wey dey inconvenient",,0.0,False,False
engpidginedu-10827,English Language,performing,to do de work / show-working,,0.0,False,False
engpidginedu-10827,English Language,sustaining,di lengthen or extend for duration or space,,0.0,False,False
engpidginedu-01029,Government,conclude,make somtin end,make somtin end,100.0,True,True
engpidginedu-02208,Government,interpreted,bin give meaning to law or talk,,0.0,False,False
engpidginedu-02208,Government,unacceptable,we no dey adequate to give satisfaction,,0.0,False,False
engpidginedu-07501,Business study,invasion,force entry / enter person space,di act of examining resemblances wey dey examinin resemblances,11.88,True,False
engpidginedu-01929,Government,street,road / where houses dey,road / where houses dey,100.0,True,True
engpidginedu-01929,Government,standing,level / position / right to carry mata go kote,,0.0,False,False
engpidginedu-07216,Business study,unfair,wayo / no be so e suppose be / injustice,to move steady / water waka,8.05,True,False
engpidginedu-07216,Business study,sophistication,E dey uplifting enlightenment,,0.0,False,False
engpidginedu-19282,Computer science,convenient,E dey suite to your comfort or purpose or needs,dey suite to your comfort or purpose or needs,97.73,True,True
engpidginedu-19282,Computer science,workspace,di place wey you dey work for R,di place wey you dey work for,96.22,True,True
engpidginedu-07540,Business study,defamation,na false statement wey dey harm persin reputation or character,na false statement wey dey harm persin reputation or character,100.0,True,True
engpidginedu-18150,Computer science,mathematically,we dey respect to mathematics wit respect to mathematics,,0.0,False,False
engpidginedu-18150,Computer science,unit,one single piece / section,,0.0,False,False
engpidginedu-00689,Government,usefulness,di quality of being of practical use,,0.0,False,False
engpidginedu-11078,English Language,frequently,"for short intervals, many times for short intervals","for short intervals, many times for short intervals",100.0,True,True
engpidginedu-11078,English Language,difficulties,"di effort wey dey inconvenient, na effort wey dey inconvenient","di effort wey dey inconvenient, na effort wey dey inconvenient, na effort wey dey inconvenient, na effort wey dey inconvenient",82.37,True,True
engpidginedu-02098,Government,disagree,I no gree / drag mata,,0.0,False,False
engpidginedu-07362,Business study,careful,to look well / watch out,to look well / watch out,100.0,True,True
engpidginedu-07362,Business study,resulting,wetin come out for de end / outcome,,0.0,False,False
engpidginedu-03965,Government,allowing,to give chance / gree,,0.0,False,False
engpidginedu-03965,Government,proving,to show prove / confirm,to carry something reach owner hand,14.35,True,False
engpidginedu-03965,Government,liberties,freedom / rights,freedom / right to do wetin person like,70.23,True,True
engpidginedu-14794,Computer science,dictionary,book or app wey dey explain word meanings,book or app wey dey explain word meanings,100.0,True,True
engpidginedu-16959,Computer science,stores,shops / supermarkets,,0.0,False,False
engpidginedu-16959,Computer science,salary,pay / monthly money,pay / monthly money,100.0,True,True
engpidginedu-14355,Computer science,deterministic,di inevitable consequence of antecedent sufficient causes,,0.0,False,False
engpidginedu-12236,Social studies,characteristics,di things wey make am,,0.0,False,False
engpidginedu-26204,Biology,bind,tie / hold together,,0.0,False,False
engpidginedu-26204,Biology,active,person or tin wey dey move / e dey function,person or tin wey dey move / e dey function,100.0,True,True
engpidginedu-13074,Social studies,attempts,to try / struggle to do something,,0.0,False,False
engpidginedu-10214,English Language,rhetorical,talk for talk sake / grammar,,0.0,False,False
engpidginedu-10214,English Language,possibility,something wey fit happen / chance dey,something wey fit happen / chance dey,100.0,True,True
engpidginedu-10214,English Language,knowing,with full sabi / person wey get info,,0.0,False,False
engpidginedu-23361,Computer science,indicating,di signal wey be signal for or symptom of symptom of,,0.0,False,False
engpidginedu-23361,Computer science,contribute,di quality wey dey bestow a quality on top quality on top,di worthy of or requiring responsibility or trust,16.45,True,False
engpidginedu-06591,Business study,discriminate,na recognize or perceive di difference,di act of examining resemblances wey dey examinin resemblances,15.81,True,False
engpidginedu-06591,Business study,commerce,big-time buying and selling,big-time buying and selling,100.0,True,True
engpidginedu-06591,Business study,interstate,between two or more states / travels,,0.0,False,False
engpidginedu-24748,Biology,needed,wetin dem want / something wey must dey ground,,0.0,False,False
engpidginedu-17671,Computer science,distinction,di difference,di difference,100.0,True,True
engpidginedu-06940,Business study,sets,to arrange / put things for order,to arrange / put things for order,100.0,True,True
engpidginedu-19876,Computer science,practical,something wey person fit do / no be just talk,something wey person fit do / no be just talk,100.0,True,True
engpidginedu-19876,Computer science,purposes,reasons why things dey happen,reasons why things dey happen,100.0,True,True
engpidginedu-17290,Computer science,installed,wey dey present,,0.0,False,False
engpidginedu-17290,Computer science,somewhere,one place,everyplace' dey use informally for any or all place,21.96,True,False
engpidginedu-18015,Computer science,covered,something wey security or insurance don take care of,something wey security or insurance don take care of,100.0,True,True
engpidginedu-18015,Computer science,half,one of two tins wey de equal from anoda tin,one of two tins wey de equal from anoda tin,100.0,True,True
engpidginedu-15574,Computer science,mail,letter / message wey pass post or email,letter / message wey pass post or email,100.0,True,True
engpidginedu-04207,Government,notwithstanding,even with all dat / despite say,,0.0,False,False
engpidginedu-04207,Government,denied,bin reject / talk say no be so,bin reject / talk say no be so,100.0,True,True
engpidginedu-25094,Biology,thin,lean / something wey no thick,,0.0,False,False
engpidginedu-02267,Government,prohibiting,"law wey say ""no do am"" / ban",,0.0,False,False
